,detailsPageUrl,carat,date,dateSet,price,strikethroughPrice,pricePerCarat,shapeName,clarity,color,culet,cut,depth,fluorescence,lxwRatio,polish,symmetry,table,measurements
LD13451051,./diamond-details/LD13451051,['1.80'],['Jun 18'],['Jun 19'],"['$8,366']",,"['$4,648']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.8'],['None'],['1.45'],['Excellent'],['Very Good'],['60.0'],9.72 x 6.71 x 4.15 mm
LD13424592,./diamond-details/LD13424592,['1.70'],['Jul 24'],['Jul 27'],"['$8,178']",,"['$4,811']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.8'],['None'],['1.34'],['Excellent'],['Excellent'],['58.0'],9.17 x 6.82 x 4.22 mm
LD13304019,./diamond-details/LD13304019,['1.60'],['Jul 24'],['Jul 27'],"['$7,009']",,"['$4,381']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.9'],['None'],['1.34'],['Excellent'],['Very Good'],['58.0'],8.97 x 6.68 x 4.21 mm
LD13767763,./diamond-details/LD13767763,['1.50'],['Jul 10'],['Jul 13'],"['$6,877']",,"['$4,585']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.6'],['Faint'],['1.34'],['Excellent'],['Very Good'],['59.0'],8.75 x 6.53 x 4.22 mm
LD13186772,./diamond-details/LD13186772,['1.51'],['Jul 7'],['Jul 8'],"['$6,847']",,"['$4,534']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.0'],['None'],['1.50'],['Very Good'],['Very Good'],['61.0'],9.32 x 6.20 x 3.97 mm
LD13726088,./diamond-details/LD13726088,['1.50'],['Jul 24'],['Jul 27'],"['$6,230']",,"['$4,153']",['Oval'],['SI2'],['J'],['None'],Very Good,['60.8'],['None'],['1.46'],['Excellent'],['Very Good'],['58.0'],9.11 x 6.25 x 3.80 mm
LD13910826,./diamond-details/LD13910826,['1.70'],['Jul 24'],['Jul 27'],"['$5,938']",,"['$3,493']",['Oval'],['SI2'],['J'],['None'],Very Good,['60.4'],['Very Strong'],['1.38'],['Excellent'],['Very Good'],['59.0'],9.33 x 6.76 x 4.09 mm
LD13584980,./diamond-details/LD13584980,['1.51'],['Jul 24'],['Jul 27'],"['$5,920']",,"['$3,921']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.4'],['Medium'],['1.35'],['Excellent'],['Excellent'],['55.0'],8.68 x 6.45 x 4.02 mm
LD13629553,./diamond-details/LD13629553,['1.50'],['Jul 10'],['Jul 13'],"['$5,568']",,"['$3,712']",['Oval'],['SI2'],['J'],['None'],Very Good,['58.1'],['Medium'],['1.39'],['Very Good'],['Very Good'],['63.0'],9.14 x 6.57 x 3.81 mm
LD13910801,./diamond-details/LD13910801,['1.50'],['Jul 24'],['Jul 27'],"['$5,378']",,"['$3,585']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.8'],['Medium'],['1.34'],['Excellent'],['Very Good'],['58.0'],8.44 x 6.31 x 4.03 mm
LD13583405,./diamond-details/LD13583405,['1.40'],['Jun 18'],['Jun 19'],"['$4,907']",,"['$3,505']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.0'],['Strong'],['1.34'],['Excellent'],['Very Good'],['61.0'],8.51 x 6.35 x 4.00 mm
LD13024944,./diamond-details/LD13024944,['1.20'],['Jun 24'],['Jun 25'],"['$4,745']",,"['$3,954']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.5'],['None'],['1.46'],['Excellent'],['Very Good'],['56.0'],8.60 x 5.91 x 3.70 mm
LD13451125,./diamond-details/LD13451125,['1.30'],['Jun 18'],['Jun 19'],"['$4,585']",,"['$3,527']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.3'],['None'],['1.59'],['Excellent'],['Very Good'],['59.0'],9.26 x 5.82 x 3.57 mm
LD13378095,./diamond-details/LD13378095,['1.30'],['Jun 18'],['Jun 19'],"['$3,862']",,"['$2,971']",['Oval'],['SI2'],['J'],['None'],Very Good,['60.9'],['None'],['1.36'],['Excellent'],['Very Good'],['58.0'],8.57 x 6.32 x 3.85 mm
LD13605540,./diamond-details/LD13605540,['1.20'],['Jul 24'],['Jul 27'],"['$3,689']",,"['$3,074']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.0'],['Faint'],['1.40'],['Excellent'],['Very Good'],['61.0'],8.26 x 5.91 x 3.72 mm
LD13638150,./diamond-details/LD13638150,['1.20'],['Jun 19'],['Jun 22'],"['$3,604']",,"['$3,003']",['Oval'],['SI2'],['J'],['None'],Very Good,['65.0'],['Strong'],['1.43'],['Excellent'],['Very Good'],['57.0'],8.28 x 5.79 x 3.76 mm
LD13665313,./diamond-details/LD13665313,['1.20'],['Jul 24'],['Jul 27'],"['$3,527']",,"['$2,939']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.1'],['None'],['1.33'],['Excellent'],['Very Good'],['62.0'],7.94 x 5.97 x 3.82 mm
LD13406656,./diamond-details/LD13406656,['1.20'],['Jul 24'],['Jul 27'],"['$3,228']",,"['$2,690']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.5'],['None'],['1.34'],['Excellent'],['Excellent'],['58.0'],8.11 x 6.03 x 3.77 mm
LD13605539,./diamond-details/LD13605539,['1.20'],['Jul 24'],['Jul 27'],"['$3,201']",,"['$2,668']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.6'],['Medium'],['1.56'],['Very Good'],['Very Good'],['56.0'],8.93 x 5.74 x 3.59 mm
LD13425579,./diamond-details/LD13425579,['1.02'],['Jun 24'],['Jun 25'],"['$3,177']",,"['$3,115']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.7'],['None'],['1.42'],['Excellent'],['Very Good'],['56.0'],7.82 x 5.52 x 3.57 mm
LD13406657,./diamond-details/LD13406657,['1.20'],['Jul 24'],['Jul 27'],"['$3,026']",,"['$2,522']",['Oval'],['SI2'],['J'],['None'],Very Good,['60.8'],['Very Strong'],['1.61'],['Excellent'],['Very Good'],['61.0'],9.11 x 5.66 x 3.44 mm
LD13380673,./diamond-details/LD13380673,['1.03'],['Jul 24'],['Jul 27'],"['$2,790']",,"['$2,709']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.9'],['Faint'],['1.50'],['Excellent'],['Excellent'],['61.0'],8.19 x 5.46 x 3.55 mm
LD13736069,./diamond-details/LD13736069,['1.01'],['Jul 24'],['Jul 27'],"['$2,785']",,"['$2,757']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.1'],['Faint'],['1.43'],['Excellent'],['Very Good'],['61.0'],8.05 x 5.63 x 3.44 mm
LD13543013,./diamond-details/LD13543013,['1.00'],['Jun 19'],['Jun 22'],"['$2,780']",,"['$2,780']",['Oval'],['SI2'],['J'],['None'],Very Good,['59.3'],['None'],['1.32'],['Very Good'],['Very Good'],['62.0'],7.45 x 5.64 x 3.35 mm
LD13910792,./diamond-details/LD13910792,['1.00'],['Jul 24'],['Jul 27'],"['$2,771']",,"['$2,771']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.0'],['None'],['1.36'],['Excellent'],['Excellent'],['61.0'],7.60 x 5.59 x 3.52 mm
LD13915256,./diamond-details/LD13915256,['1.03'],['Jul 24'],['Jul 27'],"['$2,743']",,"['$2,663']",['Oval'],['SI2'],['J'],['None'],Very Good,['64.6'],['None'],['1.50'],['Excellent'],['Excellent'],['59.0'],8.23 x 5.47 x 3.53 mm
LD13887824,./diamond-details/LD13887824,['1.06'],['Jul 7'],['Jul 8'],"['$2,639']",,"['$2,490']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.9'],['None'],['1.42'],['Excellent'],['Excellent'],['60.0'],8.17 x 5.74 x 3.61 mm
LD13911223,./diamond-details/LD13911223,['1.01'],['Jul 24'],['Jul 27'],"['$2,574']",,"['$2,549']",['Oval'],['SI2'],['J'],['None'],Very Good,['58.9'],['None'],['1.43'],['Very Good'],['Very Good'],['58.0'],8.23 x 5.77 x 3.40 mm
LD12447643,./diamond-details/LD12447643,['1.03'],['Jul 24'],['Jul 27'],"['$2,571']",,"['$2,496']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.0'],['Faint'],['1.40'],['Excellent'],['Very Good'],['60.0'],8.01 x 5.72 x 3.60 mm
LD13576479,./diamond-details/LD13576479,['1.01'],['Jul 24'],['Jul 27'],"['$2,429']",,"['$2,405']",['Oval'],['SI2'],['J'],['None'],Very Good,['58.4'],['None'],['1.40'],['Excellent'],['Excellent'],['60.0'],8.10 x 5.79 x 3.39 mm
LD13576549,./diamond-details/LD13576549,['1.00'],['Jul 24'],['Jul 27'],"['$2,409']",,"['$2,409']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.6'],['Faint'],['1.54'],['Excellent'],['Very Good'],['60.0'],8.35 x 5.42 x 3.34 mm
LD13726407,./diamond-details/LD13726407,['1.00'],['Jul 24'],['Jul 27'],"['$2,325']",,"['$2,325']",['Oval'],['SI2'],['J'],['None'],Very Good,['61.1'],['Strong'],['1.59'],['Excellent'],['Very Good'],['58.0'],8.60 x 5.41 x 3.31 mm
LD13887828,./diamond-details/LD13887828,['0.92'],['Jul 7'],['Jul 8'],"['$2,217']",,"['$2,410']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.0'],['Faint'],['1.34'],['Excellent'],['Excellent'],['62.0'],7.55 x 5.62 x 3.54 mm
LD13887825,./diamond-details/LD13887825,['1.01'],['Jul 7'],['Jul 8'],"['$2,138']",,"['$2,117']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.5'],['Faint'],['1.43'],['Good'],['Very Good'],['63.0'],8.13 x 5.70 x 3.56 mm
LD13887830,./diamond-details/LD13887830,['0.90'],['Jul 7'],['Jul 8'],"['$1,997']",,"['$2,219']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.6'],['None'],['1.37'],['Excellent'],['Excellent'],['59.0'],7.46 x 5.43 x 3.46 mm
LD13887829,./diamond-details/LD13887829,['0.91'],['Jul 7'],['Jul 8'],"['$1,915']",,"['$2,104']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.4'],['None'],['1.32'],['Very Good'],['Very Good'],['60.0'],7.32 x 5.55 x 3.52 mm
LD13538623,./diamond-details/LD13538623,['0.90'],['Jul 24'],['Jul 27'],"['$1,905']",,"['$2,117']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.1'],['Faint'],['1.34'],['Excellent'],['Very Good'],['60.0'],7.41 x 5.51 x 3.42 mm
LD13187580,./diamond-details/LD13187580,['0.80'],['Jul 24'],['Jul 27'],"['$1,441']",,"['$1,801']",['Oval'],['SI2'],['J'],['None'],Very Good,['58.5'],['Medium'],['1.34'],['Very Good'],['Very Good'],['64.0'],7.10 x 5.31 x 3.11 mm
LD13857384,./diamond-details/LD13857384,['0.70'],['Jul 24'],['Jul 27'],"['$1,155']",,"['$1,650']",['Oval'],['SI2'],['J'],['None'],Very Good,['63.7'],['None'],['1.36'],['Very Good'],['Very Good'],['59.0'],6.79 x 4.98 x 3.18 mm
LD13419824,./diamond-details/LD13419824,['0.50'],['Jul 24'],['Jul 27'],['$623'],,"['$1,246']",['Oval'],['SI2'],['J'],['None'],Very Good,['62.2'],['None'],['1.39'],['Excellent'],['Very Good'],['61.0'],6.14 x 4.43 x 2.76 mm
LD13595124,./diamond-details/LD13595124,['0.37'],['Jul 10'],['Jul 13'],['$517'],,"['$1,397']",['Oval'],['SI2'],['J'],['None'],Very Good,['59.2'],['None'],['1.42'],['Very Good'],['Good'],['60.0'],5.77 x 4.06 x 2.41 mm
LD05142539,./diamond-details/LD05142539,['5.04'],['Jun 24'],['Jun 25'],"['$72,305']",,"['$14,346']",['Oval'],['SI1'],['J'],['None'],Very Good,['59.0'],['None'],['1.38'],['Good'],['Good'],['56.0'],13.53 x 9.84 x 5.81 mm
LD11733761,./diamond-details/LD11733761,['4.01'],['Jun 24'],['Jun 25'],"['$43,777']",,"['$10,917']",['Oval'],['SI1'],['J'],['None'],Very Good,['61.6'],['Faint'],['1.45'],['Excellent'],['Very Good'],['56.0'],12.75 x 8.81 x 5.42 mm
LD13743627,./diamond-details/LD13743627,['4.01'],['Jul 24'],['Jul 27'],"['$40,686']",,"['$10,146']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.6'],['None'],['1.37'],['Excellent'],['Excellent'],['62.0'],12.13 x 8.88 x 5.65 mm
LD13824613,./diamond-details/LD13824613,['3.50'],['Jul 7'],['Jul 8'],"['$28,801']",,"['$8,229']",['Oval'],['SI1'],['J'],['None'],Very Good,['59.3'],['Faint'],['1.40'],['Very Good'],['Good'],['60.0'],11.79 x 8.42 x 4.99 mm
LD13703025,./diamond-details/LD13703025,['3.01'],['Jun 18'],['Jun 19'],"['$26,466']",,"['$8,793']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.7'],['None'],['1.40'],['Excellent'],['Very Good'],['58.0'],11.49 x 8.22 x 5.24 mm
LD12713568,./diamond-details/LD12713568,['3.03'],['Jun 24'],['Jun 25'],"['$25,496']",,"['$8,415']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.3'],['None'],['1.38'],['Excellent'],['Excellent'],['60.0'],11.56 x 8.37 x 5.05 mm
LD09907363,./diamond-details/LD09907363,['3.01'],['Jun 19'],['Jun 22'],"['$23,751']",,"['$7,891']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.5'],['None'],['1.34'],['Excellent'],['Very Good'],['61.0'],11.03 x 8.23 x 5.14 mm
LD13023362,./diamond-details/LD13023362,['3.01'],['Jun 18'],['Jun 19'],"['$23,071']",,"['$7,665']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.5'],['None'],['1.35'],['Excellent'],['Very Good'],['59.0'],11.30 x 8.36 x 5.06 mm
LD12847580,./diamond-details/LD12847580,['3.01'],['Jun 18'],['Jun 19'],"['$22,053']",,"['$7,327']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.6'],['None'],['1.35'],['Excellent'],['Excellent'],['60.0'],10.87 x 8.04 x 5.12 mm
LD13559260,./diamond-details/LD13559260,['2.70'],['Jun 24'],['Jun 25'],"['$19,737']",,"['$7,310']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.8'],['None'],['1.42'],['Excellent'],['Excellent'],['64.0'],10.93 x 7.69 x 4.99 mm
LD13406702,./diamond-details/LD13406702,['2.50'],['Jul 24'],['Jul 27'],"['$18,676']",,"['$7,470']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.8'],['None'],['1.40'],['Excellent'],['Excellent'],['61.0'],10.51 x 7.50 x 4.71 mm
LD12698533,./diamond-details/LD12698533,['2.20'],['Jun 18'],['Jun 19'],"['$15,034']",,"['$6,834']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.4'],['None'],['1.50'],['Excellent'],['Very Good'],['62.0'],10.54 x 7.05 x 4.46 mm
LD13910963,./diamond-details/LD13910963,['2.20'],['Jul 24'],['Jul 27'],"['$12,820']",,"['$5,827']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.4'],['Faint'],['1.35'],['Very Good'],['Very Good'],['57.0'],9.96 x 7.40 x 4.62 mm
LD13425590,./diamond-details/LD13425590,['2.00'],['Jun 24'],['Jun 25'],"['$12,184']",,"['$6,092']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.4'],['None'],['1.36'],['Excellent'],['Excellent'],['57.0'],9.73 x 7.18 x 4.55 mm
LD13601483,./diamond-details/LD13601483,['2.01'],['Jul 24'],['Jul 27'],"['$11,287']",,"['$5,615']",['Oval'],['SI1'],['J'],['None'],Very Good,['58.1'],['Faint'],['1.35'],['Excellent'],['Very Good'],['64.0'],9.92 x 7.36 x 4.28 mm
LD13538781,./diamond-details/LD13538781,['2.01'],['Jul 24'],['Jul 27'],"['$11,231']",,"['$5,588']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.9'],['Faint'],['1.46'],['Excellent'],['Excellent'],['60.0'],10.20 x 6.99 x 4.26 mm
LD13919795,./diamond-details/LD13919795,['2.01'],['Jun 30'],['Jul 1'],"['$10,677']",,"['$5,312']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.2'],['None'],['1.33'],['Excellent'],['Very Good'],['61.0'],9.52 x 7.14 x 4.51 mm
LD13869546,./diamond-details/LD13869546,['2.01'],['Jul 24'],['Jul 27'],"['$10,619']",,"['$5,283']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.9'],['Medium'],['1.41'],['Excellent'],['Very Good'],['59.0'],9.93 x 7.03 x 4.49 mm
LD13427298,./diamond-details/LD13427298,['2.02'],['Jul 24'],['Jul 27'],"['$10,384']",,"['$5,141']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.7'],['Medium'],['1.42'],['Excellent'],['Excellent'],['58.0'],9.91 x 6.96 x 4.51 mm
LD13896603,./diamond-details/LD13896603,['2.04'],['Jul 24'],['Jul 27'],"['$10,325']",,"['$5,061']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.5'],['None'],['1.44'],['Excellent'],['Excellent'],['60.0'],10.15 x 7.03 x 4.46 mm
LD13925508,./diamond-details/LD13925508,['2.00'],['Jul 24'],['Jul 27'],"['$9,973']",,"['$4,986']",['Oval'],['SI1'],['J'],['None'],Very Good,['58.8'],['Faint'],['1.36'],['Very Good'],['Very Good'],['58.0'],9.93 x 7.30 x 4.29 mm
LD13495619,./diamond-details/LD13495619,['1.75'],['Jul 24'],['Jul 27'],"['$7,935']",,"['$4,534']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.3'],['None'],['1.42'],['Excellent'],['Very Good'],['57.0'],9.73 x 6.86 x 4.14 mm
LD13435932,./diamond-details/LD13435932,['1.60'],['Jun 24'],['Jun 25'],"['$7,834']",,"['$4,896']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.4'],['None'],['1.34'],['Excellent'],['Excellent'],['63.0'],8.68 x 6.50 x 4.18 mm
LD13736256,./diamond-details/LD13736256,['1.52'],['Jul 24'],['Jul 27'],"['$7,744']",,"['$5,095']",['Oval'],['SI1'],['J'],['None'],Very Good,['61.3'],['Faint'],['1.42'],['Very Good'],['Very Good'],['60.0'],9.28 x 6.52 x 3.99 mm
LD13580508,./diamond-details/LD13580508,['1.50'],['Jul 10'],['Jul 13'],"['$6,930']",,"['$4,620']",['Oval'],['SI1'],['J'],['None'],Very Good,['61.3'],['None'],['1.41'],['Excellent'],['Very Good'],['60.0'],9.08 x 6.45 x 3.96 mm
LD13264800,./diamond-details/LD13264800,['1.52'],['Jul 24'],['Jul 27'],"['$6,848']",,"['$4,505']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.4'],['None'],['1.59'],['Excellent'],['Very Good'],['57.0'],9.86 x 6.22 x 3.88 mm
LD13825930,./diamond-details/LD13825930,['1.50'],['Jun 30'],['Jul 1'],"['$6,210']",,"['$4,140']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.7'],['Faint'],['1.34'],['Excellent'],['Excellent'],['59.0'],8.48 x 6.35 x 4.05 mm
LD12400395,./diamond-details/LD12400395,['1.51'],['Jun 18'],['Jun 19'],"['$6,200']",,"['$4,106']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.9'],['Faint'],['1.34'],['Excellent'],['Very Good'],['58.0'],8.65 x 6.44 x 4.12 mm
LD13909074,./diamond-details/LD13909074,['1.51'],['Jul 1'],['Jul 2'],"['$6,134']",,"['$4,062']",['Oval'],['SI1'],['J'],['None'],Very Good,['59.9'],['None'],['1.35'],['Excellent'],['Very Good'],['60.0'],8.82 x 6.55 x 3.92 mm
LD13780560,./diamond-details/LD13780560,['1.70'],['Jul 1'],['Jul 2'],"['$6,040']",,"['$3,553']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.1'],['Medium Blue'],['1.36'],['Excellent'],['Very Good'],['57.0'],9.34 x 6.86 x 4.26 mm
LD13567546,./diamond-details/LD13567546,['1.51'],['Jul 24'],['Jul 27'],"['$5,698']",,"['$3,774']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.6'],['Medium'],['1.34'],['Excellent'],['Very Good'],['60.0'],8.71 x 6.49 x 4.07 mm
LD13736233,./diamond-details/LD13736233,['1.22'],['Jul 24'],['Jul 27'],"['$4,956']",,"['$4,062']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.6'],['None'],['1.38'],['Excellent'],['Excellent'],['57.0'],8.46 x 6.11 x 3.71 mm
LD13364357,./diamond-details/LD13364357,['1.25'],['Jul 24'],['Jul 27'],"['$4,740']",,"['$3,792']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.4'],['None'],['1.40'],['Excellent'],['Very Good'],['57.0'],8.45 x 6.05 x 3.90 mm
LD12472491,./diamond-details/LD12472491,['1.20'],['Jun 18'],['Jun 19'],"['$4,089']",,"['$3,408']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.8'],['Faint'],['1.47'],['Excellent'],['Excellent'],['60.0'],8.58 x 5.84 x 3.72 mm
LD13905082,./diamond-details/LD13905082,['1.20'],['Jul 24'],['Jul 27'],"['$3,969']",,"['$3,308']",['Oval'],['SI1'],['J'],['None'],Very Good,['57.5'],['Medium'],['1.41'],['Excellent'],['Excellent'],['60.0'],8.55 x 6.06 x 3.49 mm
LD13576543,./diamond-details/LD13576543,['1.20'],['Jul 24'],['Jul 27'],"['$3,645']",,"['$3,038']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.8'],['None'],['1.33'],['Excellent'],['Very Good'],['59.0'],7.97 x 5.99 x 3.76 mm
LD13913211,./diamond-details/LD13913211,['1.20'],['Jul 24'],['Jul 27'],"['$3,469']",,"['$2,891']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.0'],['Medium'],['1.34'],['Excellent'],['Very Good'],['60.0'],8.10 x 6.03 x 3.74 mm
LD13637293,./diamond-details/LD13637293,['1.13'],['Jul 24'],['Jul 27'],"['$3,296']",,"['$2,917']",['Oval'],['SI1'],['J'],['None'],Very Good,['58.3'],['Faint'],['1.38'],['Excellent'],['Excellent'],['59.0'],8.32 x 6.03 x 3.52 mm
LD12027468,./diamond-details/LD12027468,['1.07'],['Jun 24'],['Jun 25'],"['$3,208']",,"['$2,998']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.8'],['None'],['1.40'],['Excellent'],['Excellent'],['61.0'],7.96 x 5.70 x 3.64 mm
LD13913078,./diamond-details/LD13913078,['1.01'],['Jun 24'],['Jun 25'],"['$3,088']",,"['$3,057']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.8'],['None'],['1.37'],['Excellent'],['Excellent'],['62.0'],7.66 x 5.59 x 3.62 mm
LD13766609,./diamond-details/LD13766609,['1.03'],['Jul 10'],['Jul 13'],"['$3,064']",,"['$2,975']",['Oval'],['SI1'],['J'],['None'],Very Good,['63.3'],['Faint'],['1.43'],['Excellent'],['Very Good'],['62.0'],8.09 x 5.66 x 3.58 mm
LD13886715,./diamond-details/LD13886715,['1.01'],['Jul 7'],['Jul 8'],"['$3,035']",,"['$3,005']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.6'],['None'],['1.39'],['Excellent'],['Excellent'],['58.0'],7.95 x 5.70 x 3.57 mm
LD13579761,./diamond-details/LD13579761,['1.01'],['Jun 19'],['Jun 22'],"['$3,016']",,"['$2,986']",['Oval'],['SI1'],['J'],['None'],Very Good,['57.1'],['None'],['1.30'],['Very Good'],['Very Good'],['57.0'],7.63 x 5.85 x 3.34 mm
LD13596473,./diamond-details/LD13596473,['1.03'],['Jul 24'],['Jul 27'],"['$2,953']",,"['$2,867']",['Oval'],['SI1'],['J'],['None'],Very Good,['58.8'],['Medium'],['1.59'],['Excellent'],['Excellent'],['58.0'],8.83 x 5.56 x 3.27 mm
LD13920186,./diamond-details/LD13920186,['1.05'],['Jun 30'],['Jul 1'],"['$2,941']",,"['$2,801']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.0'],['None'],['1.38'],['Excellent'],['Very Good'],['59.0'],7.78 x 5.65 x 3.62 mm
LD13461672,./diamond-details/LD13461672,['1.01'],['Jul 24'],['Jul 27'],"['$2,790']",,"['$2,762']",['Oval'],['SI1'],['J'],['None'],Very Good,['61.0'],['None'],['1.54'],['Excellent'],['Excellent'],['60.0'],8.40 x 5.46 x 3.33 mm
LD12410950,./diamond-details/LD12410950,['1.00'],['Jun 24'],['Jun 25'],"['$2,770']",,"['$2,770']",['Oval'],['SI1'],['J'],['None'],Very Good,['64.2'],['Faint'],['1.30'],['Excellent'],['Very Good'],['60.0'],7.36 x 5.66 x 3.63 mm
LD13856748,./diamond-details/LD13856748,['1.00'],['Jul 24'],['Jul 27'],"['$2,766']",,"['$2,766']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.8'],['Faint'],['1.51'],['Excellent'],['Very Good'],['59.0'],8.24 x 5.45 x 3.42 mm
LD13910791,./diamond-details/LD13910791,['1.00'],['Jul 24'],['Jul 27'],"['$2,762']",,"['$2,762']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.9'],['Faint'],['1.43'],['Excellent'],['Excellent'],['62.0'],7.81 x 5.48 x 3.45 mm
LD13767792,./diamond-details/LD13767792,['1.00'],['Jul 10'],['Jul 13'],"['$2,722']",,"['$2,722']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.2'],['Strong'],['1.40'],['Excellent'],['Excellent'],['61.0'],7.96 x 5.67 x 3.42 mm
LD13494299,./diamond-details/LD13494299,['0.91'],['Jul 7'],['Jul 8'],"['$2,636']",,"['$2,897']",['Oval'],['SI1'],['J'],['None'],Very Good,['61.0'],['None'],['1.44'],['Good'],['Good'],['52.0'],7.60 x 5.27 x 3.22 mm
LD13414625,./diamond-details/LD13414625,['1.00'],['Jul 24'],['Jul 27'],"['$2,612']",,"['$2,612']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.1'],['None'],['1.39'],['Excellent'],['Very Good'],['57.0'],7.77 x 5.61 x 3.48 mm
LD13919980,./diamond-details/LD13919980,['1.01'],['Jun 30'],['Jul 1'],"['$2,604']",,"['$2,578']",['Oval'],['SI1'],['J'],['None'],Very Good,['60.9'],['Medium'],['1.26'],['Excellent'],['Very Good'],['62.0'],7.48 x 5.93 x 3.62 mm
LD13576478,./diamond-details/LD13576478,['1.01'],['Jul 24'],['Jul 27'],"['$2,491']",,"['$2,466']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.8'],['None'],['1.35'],['Excellent'],['Excellent'],['59.0'],7.77 x 5.77 x 3.63 mm
LD13414687,./diamond-details/LD13414687,['1.01'],['Jul 24'],['Jul 27'],"['$2,487']",,"['$2,462']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.4'],['None'],['1.51'],['Excellent'],['Very Good'],['61.0'],8.31 x 5.49 x 3.43 mm
LD13924337,./diamond-details/LD13924337,['1.00'],['Jun 18'],['Jun 19'],"['$2,463']",,"['$2,463']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.5'],['None'],['1.33'],['Excellent'],['Very Good'],['59.0'],7.58 x 5.69 x 3.55 mm
LD13857388,./diamond-details/LD13857388,['1.01'],['Jul 24'],['Jul 27'],"['$2,151']",,"['$2,130']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.2'],['None'],['1.37'],['Very Good'],['Good'],['58.0'],7.44 x 5.45 x 3.39 mm
LD13407375,./diamond-details/LD13407375,['0.90'],['Jul 24'],['Jul 27'],"['$2,075']",,"['$2,306']",['Oval'],['SI1'],['J'],['None'],Very Good,['62.9'],['None'],['1.36'],['Very Good'],['Very Good'],['60.0'],7.38 x 5.44 x 3.42 mm
